target_id	latest_stage_observed	has_any_generated_output	has_prothunt_output	has_af3_inputs	has_af3_results	has_filtered_af3_models	prothunt_output_dir_count	af3_input_json_count	af3_template_cif_count	af3_result_dir_count	filtered_child_dir_count	filtered_child_file_count	filtered_cif_file_count	filtered_pdb_file_count	filtered_json_file_count	prothunt_roots	prothunt_conf_gen_results_child_dir_count	prothunt_conf_gen_results_child_file_count	prothunt_dataset_root_child_dir_count	prothunt_dataset_root_child_file_count	overlaps_1000_train	overlaps_1000_test	overlaps_1000_all	overlaps_1000_trained_ids	first_seen_mtime_iso	latest_seen_mtime_iso	tierb_has_sequence	tierb_pass_vhvl80	tierb_fail_reason	max_vhvl_identity_to_1000_all	nearest_vhvl_target_1000_all	max_vh_identity_to_1000_all	nearest_vh_target_1000_all	max_vl_identity_to_1000_all	nearest_vl_target_1000_all
9h6u	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	1946			False	False	False	False	2026-06-18T21:36:50-0400	2026-06-24T17:11:46-0400	True	True		0.773109	3whe	0.812500	7wrv	0.945946	3h42
9hk1	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T20:52:56-0400	2026-05-29T20:57:59-0400	True	True		0.787879	7xjf	0.766667	6xkr	0.870370	7yv1
9ind	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T21:04:19-0400	2026-05-29T21:09:44-0400	True	True		0.758772	5ggt	0.823529	6xkr	0.831776	2eiz
9iw2	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T21:15:59-0400	2026-05-29T21:21:50-0400	True	True		0.792208	3hi1	0.842975	7yv1	0.898148	4dgy
9jbq	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T21:38:42-0400	2026-05-29T21:49:46-0400	True	True		0.783186	9ima	0.800000	6xkr	0.867925	3ixt
9jie	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T21:56:04-0400	2026-05-29T22:01:16-0400	True	True		0.787500	7swp	0.834646	7czu	0.936364	7cm4
9jif	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T22:01:19-0400	2026-06-04T20:00:48-0400	True	True		0.787500	7swp	0.834646	7czu	0.936364	7cm4
9jij	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T22:07:12-0400	2026-06-04T20:01:11-0400	True	True		0.727660	3gbn	0.696000	5tzt	0.881818	7cm4
9jim	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T22:12:59-0400	2026-06-19T22:53:37-0400	True	True		0.771429	6jep	0.783582	6jep	0.954545	7cm4
9jq6	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T22:36:09-0400	2026-06-04T20:20:20-0400	True	True		0.780172	6orq	0.826446	4ene	0.918919	1qnz
9jzq	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T22:59:38-0400	2026-05-29T23:05:09-0400	True	True		0.794760	9kef	0.770492	9kef	0.907407	1adq
9kve	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T23:23:27-0400	2026-06-04T20:27:53-0400	True	True		0.779167	7swp	0.804688	7dpm	0.810811	7swp
9md6	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-30T00:28:00-0400	2026-06-06T17:25:05-0400	True	True		0.764192	5i73	0.795082	9cq7	0.925234	9mx1
9mer	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T00:45:36-0400	2026-05-30T00:51:19-0400	True	True		0.793991	2jix	0.761905	2jix	0.878505	1hez
9mic	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	2250			False	False	False	False	2026-06-20T10:50:55-0400	2026-06-24T18:04:50-0400	True	True		0.799107	7k9z	0.850000	6d2p	0.885714	8gau
9mif	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-30T01:02:45-0400	2026-06-04T20:32:52-0400	True	True		0.796460	7k9z	0.878049	5if0	0.906542	7czu
9ml1	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T01:08:20-0400	2026-05-30T01:14:12-0400	True	True		0.779661	3lzf	0.761905	3lzf	0.900901	8siq
9ml4	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	1856			False	False	False	False	2026-06-19T01:03:29-0400	2026-06-24T18:11:25-0400	True	True		0.780172	8gzz	0.811475	8gzz	0.761062	9f1i
9mla	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T01:19:57-0400	2026-05-30T01:25:38-0400	True	True		0.750000	3e8u	0.831933	1tet	0.927928	3bsz
9mq7	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T01:31:37-0400	2026-05-30T01:37:40-0400	True	True		0.788546	2eks	0.816667	8vul	0.925234	7djz
9n0d	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T02:01:08-0400	2026-05-30T02:07:37-0400	True	True		0.782222	3ab0	0.775000	1him	0.915094	1rvf
9nph	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T02:25:07-0400	2026-05-30T02:30:40-0400	True	True		0.706897	1w72	0.771654	7czu	0.830189	4xnm
9o4n	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-30T02:30:43-0400	2026-06-04T20:41:42-0400	True	True		0.786611	6wxl	0.808000	9dpc	0.919643	9bt5
9o4o	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	2128			False	False	False	False	2026-06-19T01:38:42-0400	2026-06-24T18:26:36-0400	True	True		0.763485	4o58	0.724409	9dpc	0.963303	6pzy
9p4c	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T03:11:34-0400	2026-05-30T03:16:54-0400	True	True		0.750000	9f1i	0.776786	8yhz	0.796460	9f1i
9pzv	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T03:35:00-0400	2026-05-30T03:40:38-0400	True	True		0.719828	5kvd	0.805085	1ct8	0.815789	1pkq
9rm2	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T03:46:40-0400	2026-05-30T03:52:30-0400	True	True		0.795652	9mqd	0.801653	7kqe	0.925926	6o2c
