target_id	latest_stage_observed	has_any_generated_output	has_prothunt_output	has_af3_inputs	has_af3_results	has_filtered_af3_models	prothunt_output_dir_count	af3_input_json_count	af3_template_cif_count	af3_result_dir_count	filtered_child_dir_count	filtered_child_file_count	filtered_cif_file_count	filtered_pdb_file_count	filtered_json_file_count	prothunt_roots	prothunt_conf_gen_results_child_dir_count	prothunt_conf_gen_results_child_file_count	prothunt_dataset_root_child_dir_count	prothunt_dataset_root_child_file_count	overlaps_1000_train	overlaps_1000_test	overlaps_1000_all	overlaps_1000_trained_ids	first_seen_mtime_iso	latest_seen_mtime_iso	tierb_has_sequence	tierb_pass_vhvl80	tierb_fail_reason	max_vhvl_identity_to_1000_all	nearest_vhvl_target_1000_all	max_vh_identity_to_1000_all	nearest_vh_target_1000_all	max_vl_identity_to_1000_all	nearest_vl_target_1000_all
5j9p	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T16:38:29-0400	2026-05-28T16:43:23-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c
5tkk	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T21:06:59-0400	2026-05-23T20:56:29-0400	True	False	max_vhvl_identity_ge_0.80	0.804444	6n6b	0.796610	1f90	0.934579	5en2
5ucb	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T16:53:47-0400	2026-06-24T15:47:01-0400	True	False	max_vhvl_identity_ge_0.80	0.981982	9awe	0.982906	9awe	0.980952	9awe
5vke	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T17:13:08-0400	2026-05-28T17:18:15-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c
6awq	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T17:36:00-0400	2026-05-28T17:41:50-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	5i73	1.000000	5i73	1.000000	5i73
6bah	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T17:53:47-0400	2026-05-28T17:59:14-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	5u5f	1.000000	5u5f	1.000000	5u5f
6c6y	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T17:59:17-0400	2026-06-26T18:59:16-0400	True	False	max_vhvl_identity_ge_0.80	0.830357	2jix	0.837607	2jix	0.859813	7czu
6n5b	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T19:09:27-0400	2026-05-28T19:16:30-0400	True	False	max_vhvl_identity_ge_0.80	0.801724	1sm3	0.836066	6tys	0.990909	2vir
6o42	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T15:25:03-0400	2026-06-26T01:12:46-0400	True	False	max_vhvl_identity_ge_0.80	0.870690	5gmq	0.880000	4xak	0.962963	7x2k
6ohg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-22T23:12:23-0400	2026-06-26T04:31:24-0400	True	False	max_vhvl_identity_ge_0.80	0.832599	1k4c	0.806723	1e4w	0.907407	1k4c
6p60	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T21:57:50-0400	2026-05-23T22:33:29-0400	True	False	max_vhvl_identity_ge_0.80	0.806034	6orp	0.776860	2jix	0.880734	6orp
6pa0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T19:30:47-0400	2026-06-26T20:09:58-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c
6pec	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T21:29:01-0400	2026-05-24T00:09:23-0400	True	False	max_vhvl_identity_ge_0.80	0.805310	2jix	0.795082	2jix	0.842593	7b3o
6qb6	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T22:19:26-0400	2026-06-19T07:30:36-0400	True	False	max_vhvl_identity_ge_0.80	0.833333	3h42	0.915966	3s36	0.963303	6pzy
6snc	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T00:28:15-0400	2026-06-26T07:44:52-0400	True	False	max_vhvl_identity_ge_0.80	0.995745	6snd	0.992188	6snd	1.000000	6snd
6um7	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T19:49:41-0400	2026-06-27T16:43:16-0400	True	False	max_vhvl_identity_ge_0.80	0.927966	9aug	0.920635	9aug	0.936364	9aug
6vja	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T19:56:15-0400	2026-05-28T20:02:32-0400	True	False	max_vhvl_identity_ge_0.80	0.894737	3bky	0.868852	3bky	0.952830	4qnp
6vmj	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T22:04:12-0400	2026-06-14T12:40:11-0400	True	False	max_vhvl_identity_ge_0.80	0.817778	9ima	0.822034	1i9r	0.897196	1s78
6vmk	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T15:53:30-0400	2026-06-26T16:37:36-0400	True	False	max_vhvl_identity_ge_0.80	0.813333	9ima	0.822034	1i9r	0.887850	1s78
6vrh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T00:31:37-0400	2026-06-19T08:16:19-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	6vrk	1.000000	6vrk	1.000000	6vrk
6w2b	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:02:35-0400	2026-05-28T20:08:39-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	5i73	1.000000	5i73	1.000000	5i73
6wir	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:08:42-0400	2026-05-28T20:13:58-0400	True	False	max_vhvl_identity_ge_0.80	0.838298	7kn7	0.811024	8zhg	0.981481	7x2k
6wwc	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-18T22:47:08-0400	2026-06-06T18:29:27-0400	True	False	max_vhvl_identity_ge_0.80	0.991304	6wx2	1.000000	6wx2	0.982143	6wx2
6x3s	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:14:02-0400	2026-05-28T20:20:15-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	9crv	1.000000	9crv	1.000000	9crv
6x3w	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:20:19-0400	2026-05-28T20:26:05-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	9drx	1.000000	9drx	1.000000	9drx
6x87	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:26:09-0400	2026-05-28T20:32:04-0400	True	False	max_vhvl_identity_ge_0.80	0.801762	2eh8	0.786885	3bky	0.946429	2w65
6xpy	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T03:07:44-0400	2026-06-26T21:59:28-0400	True	False	max_vhvl_identity_ge_0.80	0.820513	4yk4	0.771654	4yk4	0.887850	9pwn
6xsk	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:38:26-0400	2026-05-28T20:44:46-0400	True	False	max_vhvl_identity_ge_0.80	0.814655	7yv1	0.768000	2jix	0.879630	7ek0
6z2m	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T01:57:27-0400	2026-05-24T02:06:19-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	6zh9	1.000000	6zh9	1.000000	6zh9
6zfo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T01:02:38-0400	2026-05-24T03:47:53-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	6zdg	1.000000	6zdg	1.000000	6zdg
7b0b	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T01:50:42-0400	2026-05-24T05:30:07-0400	True	False	max_vhvl_identity_ge_0.80	0.948276	7l7e	0.934959	7l7e	0.981481	6o2c
7c2s	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:45:49-0400	2026-05-28T20:51:46-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	5h30	1.000000	5h30	1.000000	5h30
7cdi	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T14:28:20-0400	2026-06-27T04:41:22-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	7x2k	1.000000	7e8m	1.000000	7x2k
7cdj	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T05:03:07-0400	2026-06-27T06:20:10-0400	True	False	max_vhvl_identity_ge_0.80	0.876106	7b3o	0.908333	6xdg	0.944444	7b3o
7chy	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T02:58:27-0400	2026-05-24T10:53:22-0400	True	False	max_vhvl_identity_ge_0.80	0.888889	5x8l	0.864407	2r0k	0.915888	3efd
7cwo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T03:47:29-0400	2026-05-24T14:18:18-0400	True	False	max_vhvl_identity_ge_0.80	0.912281	1hez	0.889831	6rp8	0.981308	9jcy
7czv	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T07:54:41-0400	2026-05-24T18:47:03-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	7czu	1.000000	7czu	1.000000	7czu
7dk0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T06:58:40-0400	2026-05-24T16:38:29-0400	True	False	max_vhvl_identity_ge_0.80	0.888412	9goy	0.864000	7wrv	0.981481	9goy
7dx4	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T08:43:38-0400	2026-05-24T18:19:14-0400	True	False	max_vhvl_identity_ge_0.80	0.805085	3whe	0.878049	7qf1	0.981982	3h42
7e3b	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T09:41:43-0400	2026-06-19T09:35:23-0400	True	False	max_vhvl_identity_ge_0.80	0.872247	5sx5	0.901639	7czp	0.925234	6xdg
7e9b	af3_results	True	False	True	True			100	100	53											False	False	False	False	2026-06-23T08:15:07-0400	2026-06-27T19:57:23-0400	True	False	max_vhvl_identity_ge_0.80	0.864035	8znz	0.836207	5d70	0.887850	1s78
7eya	af3_results	True	False	True	True			100	100	78											False	False	False	False	2026-06-20T14:25:29-0400	2026-06-26T04:38:23-0400	True	False	max_vhvl_identity_ge_0.80	0.815789	8dww	0.848000	3h42	0.819048	7qny
7ezv	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T17:10:45-0400	2026-06-26T06:17:14-0400	True	False	max_vhvl_identity_ge_0.80	0.857759	7l7e	0.829268	7l7e	0.916667	6o2c
7f6y	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T10:57:45-0400	2026-06-26T07:55:04-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	7ek0	1.000000	7ek0	1.000000	7ek0
7f6z	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T10:39:50-0400	2026-06-16T13:58:29-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	7ek0	1.000000	7ek0	1.000000	7ek0
7fae	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T14:52:26-0400	2026-06-26T10:01:02-0400	True	False	max_vhvl_identity_ge_0.80	0.834061	7xj9	0.877049	7ufn	0.953271	7xj9
7fah	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T11:13:18-0400	2026-06-26T11:41:31-0400	True	False	max_vhvl_identity_ge_0.80	0.842105	3e8u	0.811966	1tet	0.927928	1qnz
7fci	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T21:03:47-0400	2026-05-28T21:09:23-0400	True	False	max_vhvl_identity_ge_0.80	0.818182	9axl	0.795082	1e4w	0.877358	2w9e
7fcp	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T10:19:15-0400	2026-06-19T09:44:17-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	7fcq	1.000000	7fcq	1.000000	7fcq
7jmo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T11:12:54-0400	2026-06-16T14:07:28-0400	True	False	max_vhvl_identity_ge_0.80	0.920000	7kn7	0.906780	8x0x	0.953271	7x2k
7jmw	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T11:43:05-0400	2026-06-13T21:06:22-0400	True	False	max_vhvl_identity_ge_0.80	0.800847	7wrv	0.852713	7fcq	0.953271	7czu
7k37	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T10:57:31-0400	2026-06-26T15:44:38-0400	True	False	max_vhvl_identity_ge_0.80	0.940678	3whe	1.000000	3whe	0.872727	3whe
7k43	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T17:01:12-0400	2026-06-26T17:37:36-0400	True	False	max_vhvl_identity_ge_0.80	0.828194	9oaq	0.852459	5if0	0.935185	6o2c
7k45	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T17:25:16-0400	2026-06-26T19:16:18-0400	True	False	max_vhvl_identity_ge_0.80	0.905172	7l7e	0.918699	7l7e	0.898148	6o2c
7k8m	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T12:15:13-0400	2026-06-13T22:45:22-0400	True	False	max_vhvl_identity_ge_0.80	0.968889	7kn7	0.957265	7ch5	0.981481	6o2c
7k9i	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T14:07:30-0400	2026-06-08T05:18:30-0400	True	False	max_vhvl_identity_ge_0.80	0.904762	2vir	0.827869	2vir	0.990826	2vir
7kez	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T13:47:25-0400	2026-06-08T06:53:38-0400	True	False	max_vhvl_identity_ge_0.80	0.957265	3bdy	0.918699	3bdy	1.000000	3bdy
7kf0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T14:16:12-0400	2026-06-08T08:29:02-0400	True	False	max_vhvl_identity_ge_0.80	0.978448	7kf1	0.958678	7kf1	1.000000	3bdy
7kmg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T15:54:24-0400	2026-06-08T13:27:49-0400	True	False	max_vhvl_identity_ge_0.80	0.909483	7qf1	0.882812	9bj3	0.981308	9jcy
7kmh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T16:40:30-0400	2026-06-14T00:24:28-0400	True	False	max_vhvl_identity_ge_0.80	0.911111	7wt7	0.905983	7mjj	0.981308	7czu
7kn3	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T18:30:59-0400	2026-06-14T09:45:33-0400	True	False	max_vhvl_identity_ge_0.80	0.863830	6xq4	0.844828	7e8m	0.982301	7czy
7l0n	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T10:54:59-0400	2026-06-26T22:56:37-0400	True	False	max_vhvl_identity_ge_0.80	0.991228	7jx3	0.991667	7jx3	1.000000	7xcp
7lex	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T12:08:41-0400	2026-06-27T00:57:09-0400	True	False	max_vhvl_identity_ge_0.80	0.961207	7lf1	0.928000	7lf1	1.000000	7lf1
7ljr	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T17:09:08-0400	2026-06-27T01:18:21-0400	True	False	max_vhvl_identity_ge_0.80	0.850877	7x26	0.910569	7qf1	0.878505	7kn7
7lm8	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T11:46:26-0400	2026-06-25T20:54:08-0400	True	False	max_vhvl_identity_ge_0.80	0.800847	7wrv	0.852713	7fcq	0.953271	7czu
7lop	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T13:36:59-0400	2026-06-26T00:12:59-0400	True	False	max_vhvl_identity_ge_0.80	0.991379	6zh9	0.983193	6zh9	1.000000	6zh9
7lq7	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T14:52:34-0400	2026-06-26T01:52:17-0400	True	False	max_vhvl_identity_ge_0.80	0.839827	7beh	0.851240	7k9z	0.981818	7bwj
7m2i	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T21:26:12-0400	2026-05-28T21:31:19-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c
7m52	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T21:31:22-0400	2026-05-28T21:36:54-0400	True	False	max_vhvl_identity_ge_0.80	1.000000	7m53	1.000000	7m53	1.000000	7m53
7m6f	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T17:56:01-0400	2026-06-26T07:41:08-0400	True	False	max_vhvl_identity_ge_0.80	0.855263	4tsc	0.830508	7b3o	0.945946	8siq
7m7w	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T12:25:04-0400	2026-06-26T11:22:33-0400	True	False	max_vhvl_identity_ge_0.80	0.822511	8z6q	0.842975	8z6q	0.909910	7czw
7mdp	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T21:36:57-0400	2026-06-24T16:01:33-0400	True	False	max_vhvl_identity_ge_0.80	0.814346	6pzy	0.861789	4xnm	0.917431	6pzy
7msq	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T03:19:34-0400	2026-06-14T02:04:07-0400	True	False	max_vhvl_identity_ge_0.80	0.846154	4yk4	0.858268	7czp	0.944444	7bz5
7mxl	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T02:57:50-0400	2026-06-07T02:58:45-0400	True	False	max_vhvl_identity_ge_0.80	0.846491	7x26	0.803279	7czy	0.990741	6o2c
7mzf	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T04:01:11-0400	2026-06-07T05:44:26-0400	True	False	max_vhvl_identity_ge_0.80	0.875000	7b3o	0.948718	7ch5	0.934579	7xj9
7mzg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T05:30:42-0400	2026-06-07T08:30:40-0400	True	False	max_vhvl_identity_ge_0.80	0.938053	7ek0	0.914530	7bz5	0.963303	7ek0
7mzk	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T05:53:53-0400	2026-06-19T11:31:24-0400	True	False	max_vhvl_identity_ge_0.80	0.842553	7czy	0.811475	5if0	0.929204	7czy
7mzm	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T20:13:49-0400	2026-06-26T14:38:02-0400	True	False	max_vhvl_identity_ge_0.80	0.823529	7x2k	0.759690	8znz	0.954128	7x2k
