target_id	latest_stage_observed	has_any_generated_output	has_prothunt_output	has_af3_inputs	has_af3_results	has_filtered_af3_models	prothunt_output_dir_count	af3_input_json_count	af3_template_cif_count	af3_result_dir_count	filtered_child_dir_count	filtered_child_file_count	filtered_cif_file_count	filtered_pdb_file_count	filtered_json_file_count	prothunt_roots	prothunt_conf_gen_results_child_dir_count	prothunt_conf_gen_results_child_file_count	prothunt_dataset_root_child_dir_count	prothunt_dataset_root_child_file_count	overlaps_1000_train	overlaps_1000_test	overlaps_1000_all	overlaps_1000_trained_ids	first_seen_mtime_iso	latest_seen_mtime_iso	tierb_has_sequence	max_vhvl_identity_to_1000_all	nearest_vhvl_target_1000_all	max_vh_identity_to_1000_all	nearest_vh_target_1000_all	max_vl_identity_to_1000_all	nearest_vl_target_1000_all	tierb_pass_vhvl85	tierb_fail_reason_vhvl85
2ny2	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T09:17:16-0400	2026-06-25T17:32:00-0400	True	1.000000	1rzj	1.000000	1rzj	1.000000	1rzj	False	max_vhvl_identity_ge_0.85
2ny5	af3_results	True	False	True	True			57	57	100											False	False	False	False	2026-05-28T09:23:10-0400	2026-06-25T20:37:51-0400	True	1.000000	1rzj	1.000000	1rzj	1.000000	1rzj	False	max_vhvl_identity_ge_0.85
2osl	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T09:38:06-0400	2026-05-28T09:49:01-0400	True	0.894737	3bky	0.868852	3bky	0.952830	4qnp	False	max_vhvl_identity_ge_0.85
2p7t	af3_results	True	False	True	True			100	100	25											False	False	False	False	2026-06-25T17:56:34-0400	2026-06-25T23:58:32-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
2p8p	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T09:49:06-0400	2026-05-28T09:57:45-0400	True	1.000000	1tjg	1.000000	1tjg	1.000000	1tjg	False	max_vhvl_identity_ge_0.85
2r9h	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T10:05:40-0400	2026-05-28T10:12:50-0400	True	1.000000	1ots	1.000000	1ots	1.000000	1ots	False	max_vhvl_identity_ge_0.85
3b2u	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T11:18:22-0400	2026-06-25T02:12:21-0400	True	0.850877	9mpw	0.859504	8zhk	0.934579	7lf1	False	max_vhvl_identity_ge_0.85
3fb8	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T11:18:21-0400	2026-05-28T11:23:54-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
3idj	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-22T04:20:18-0400	2026-06-25T07:38:46-0400	True	1.000000	1tjg	1.000000	1tjg	1.000000	1tjg	False	max_vhvl_identity_ge_0.85
3ngb	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T11:29:05-0400	2026-05-28T11:37:04-0400	True	0.910714	4olu	0.848000	4olu	0.990099	4s1q	False	max_vhvl_identity_ge_0.85
3or6	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T12:10:25-0400	2026-06-26T00:37:08-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
3rif	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-22T06:35:53-0400	2026-06-25T13:58:03-0400	True	1.000000	3rhw	1.000000	3rhw	1.000000	3rhw	False	max_vhvl_identity_ge_0.85
3ulv	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T12:46:19-0400	2026-06-27T18:37:23-0400	True	0.853448	7lm9	0.809917	3hmx	0.916667	6zdg	False	max_vhvl_identity_ge_0.85
3v4u	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-22T04:22:01-0400	2026-06-25T16:38:20-0400	True	0.995614	3uyr	0.991453	3uyr	1.000000	3uyr	False	max_vhvl_identity_ge_0.85
3vg9	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-22T06:45:44-0400	2026-06-25T19:56:52-0400	True	1.000000	3vga	1.000000	3vga	1.000000	3vga	False	max_vhvl_identity_ge_0.85
4dgv	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T13:22:02-0400	2026-05-28T13:31:19-0400	True	1.000000	4dgy	1.000000	4dgy	1.000000	4dgy	False	max_vhvl_identity_ge_0.85
4ffz	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T13:38:17-0400	2026-06-24T15:32:37-0400	True	1.000000	4ffy	1.000000	4ffy	1.000000	4ffy	False	max_vhvl_identity_ge_0.85
4lcu	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T14:10:41-0400	2026-06-26T08:16:51-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
4xpa	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T15:09:06-0400	2026-06-24T15:42:49-0400	True	1.000000	4xp6	1.000000	4xp6	1.000000	4xp6	False	max_vhvl_identity_ge_0.85
5ebl	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T15:55:25-0400	2026-06-26T12:20:50-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
5ggv	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T16:17:02-0400	2026-05-28T16:26:07-0400	True	0.905172	6zdg	0.904762	7tc9	0.953271	9jcy	False	max_vhvl_identity_ge_0.85
5j9p	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T16:38:29-0400	2026-05-28T16:43:23-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
5ucb	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T16:53:47-0400	2026-06-24T15:47:01-0400	True	0.981982	9awe	0.982906	9awe	0.980952	9awe	False	max_vhvl_identity_ge_0.85
5vke	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T17:13:08-0400	2026-05-28T17:18:15-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
6awq	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T17:36:00-0400	2026-05-28T17:41:50-0400	True	1.000000	5i73	1.000000	5i73	1.000000	5i73	False	max_vhvl_identity_ge_0.85
6bah	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T17:53:47-0400	2026-05-28T17:59:14-0400	True	1.000000	5u5f	1.000000	5u5f	1.000000	5u5f	False	max_vhvl_identity_ge_0.85
6o42	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T15:25:03-0400	2026-06-26T01:12:46-0400	True	0.870690	5gmq	0.880000	4xak	0.962963	7x2k	False	max_vhvl_identity_ge_0.85
6pa0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T19:30:47-0400	2026-06-26T20:09:58-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
6snc	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T00:28:15-0400	2026-06-26T07:44:52-0400	True	0.995745	6snd	0.992188	6snd	1.000000	6snd	False	max_vhvl_identity_ge_0.85
6um7	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-28T19:49:41-0400	2026-06-27T16:43:16-0400	True	0.927966	9aug	0.920635	9aug	0.936364	9aug	False	max_vhvl_identity_ge_0.85
6vja	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T19:56:15-0400	2026-05-28T20:02:32-0400	True	0.894737	3bky	0.868852	3bky	0.952830	4qnp	False	max_vhvl_identity_ge_0.85
6vrh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T00:31:37-0400	2026-06-19T08:16:19-0400	True	1.000000	6vrk	1.000000	6vrk	1.000000	6vrk	False	max_vhvl_identity_ge_0.85
6w2b	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:02:35-0400	2026-05-28T20:08:39-0400	True	1.000000	5i73	1.000000	5i73	1.000000	5i73	False	max_vhvl_identity_ge_0.85
6wwc	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-18T22:47:08-0400	2026-06-06T18:29:27-0400	True	0.991304	6wx2	1.000000	6wx2	0.982143	6wx2	False	max_vhvl_identity_ge_0.85
6x3s	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:14:02-0400	2026-05-28T20:20:15-0400	True	1.000000	9crv	1.000000	9crv	1.000000	9crv	False	max_vhvl_identity_ge_0.85
6x3w	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:20:19-0400	2026-05-28T20:26:05-0400	True	1.000000	9drx	1.000000	9drx	1.000000	9drx	False	max_vhvl_identity_ge_0.85
6z2m	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T01:57:27-0400	2026-05-24T02:06:19-0400	True	1.000000	6zh9	1.000000	6zh9	1.000000	6zh9	False	max_vhvl_identity_ge_0.85
6zfo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T01:02:38-0400	2026-05-24T03:47:53-0400	True	1.000000	6zdg	1.000000	6zdg	1.000000	6zdg	False	max_vhvl_identity_ge_0.85
7b0b	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T01:50:42-0400	2026-05-24T05:30:07-0400	True	0.948276	7l7e	0.934959	7l7e	0.981481	6o2c	False	max_vhvl_identity_ge_0.85
7c2s	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T20:45:49-0400	2026-05-28T20:51:46-0400	True	1.000000	5h30	1.000000	5h30	1.000000	5h30	False	max_vhvl_identity_ge_0.85
7cdi	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T14:28:20-0400	2026-06-27T04:41:22-0400	True	1.000000	7x2k	1.000000	7e8m	1.000000	7x2k	False	max_vhvl_identity_ge_0.85
7cdj	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T05:03:07-0400	2026-06-27T06:20:10-0400	True	0.876106	7b3o	0.908333	6xdg	0.944444	7b3o	False	max_vhvl_identity_ge_0.85
7chy	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T02:58:27-0400	2026-05-24T10:53:22-0400	True	0.888889	5x8l	0.864407	2r0k	0.915888	3efd	False	max_vhvl_identity_ge_0.85
7cwo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T03:47:29-0400	2026-05-24T14:18:18-0400	True	0.912281	1hez	0.889831	6rp8	0.981308	9jcy	False	max_vhvl_identity_ge_0.85
7czv	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T07:54:41-0400	2026-05-24T18:47:03-0400	True	1.000000	7czu	1.000000	7czu	1.000000	7czu	False	max_vhvl_identity_ge_0.85
7dk0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T06:58:40-0400	2026-05-24T16:38:29-0400	True	0.888412	9goy	0.864000	7wrv	0.981481	9goy	False	max_vhvl_identity_ge_0.85
7e3b	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T09:41:43-0400	2026-06-19T09:35:23-0400	True	0.872247	5sx5	0.901639	7czp	0.925234	6xdg	False	max_vhvl_identity_ge_0.85
7e9b	af3_results	True	False	True	True			100	100	53											False	False	False	False	2026-06-23T08:15:07-0400	2026-06-27T19:57:23-0400	True	0.864035	8znz	0.836207	5d70	0.887850	1s78	False	max_vhvl_identity_ge_0.85
7ezv	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T17:10:45-0400	2026-06-26T06:17:14-0400	True	0.857759	7l7e	0.829268	7l7e	0.916667	6o2c	False	max_vhvl_identity_ge_0.85
7f6y	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T10:57:45-0400	2026-06-26T07:55:04-0400	True	1.000000	7ek0	1.000000	7ek0	1.000000	7ek0	False	max_vhvl_identity_ge_0.85
7f6z	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T10:39:50-0400	2026-06-16T13:58:29-0400	True	1.000000	7ek0	1.000000	7ek0	1.000000	7ek0	False	max_vhvl_identity_ge_0.85
7fcp	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T10:19:15-0400	2026-06-19T09:44:17-0400	True	1.000000	7fcq	1.000000	7fcq	1.000000	7fcq	False	max_vhvl_identity_ge_0.85
7jmo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T11:12:54-0400	2026-06-16T14:07:28-0400	True	0.920000	7kn7	0.906780	8x0x	0.953271	7x2k	False	max_vhvl_identity_ge_0.85
7k37	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T10:57:31-0400	2026-06-26T15:44:38-0400	True	0.940678	3whe	1.000000	3whe	0.872727	3whe	False	max_vhvl_identity_ge_0.85
7k45	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T17:25:16-0400	2026-06-26T19:16:18-0400	True	0.905172	7l7e	0.918699	7l7e	0.898148	6o2c	False	max_vhvl_identity_ge_0.85
7k8m	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T12:15:13-0400	2026-06-13T22:45:22-0400	True	0.968889	7kn7	0.957265	7ch5	0.981481	6o2c	False	max_vhvl_identity_ge_0.85
7k9i	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T14:07:30-0400	2026-06-08T05:18:30-0400	True	0.904762	2vir	0.827869	2vir	0.990826	2vir	False	max_vhvl_identity_ge_0.85
7kez	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T13:47:25-0400	2026-06-08T06:53:38-0400	True	0.957265	3bdy	0.918699	3bdy	1.000000	3bdy	False	max_vhvl_identity_ge_0.85
7kf0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T14:16:12-0400	2026-06-08T08:29:02-0400	True	0.978448	7kf1	0.958678	7kf1	1.000000	3bdy	False	max_vhvl_identity_ge_0.85
7kmg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T15:54:24-0400	2026-06-08T13:27:49-0400	True	0.909483	7qf1	0.882812	9bj3	0.981308	9jcy	False	max_vhvl_identity_ge_0.85
7kmh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T16:40:30-0400	2026-06-14T00:24:28-0400	True	0.911111	7wt7	0.905983	7mjj	0.981308	7czu	False	max_vhvl_identity_ge_0.85
7kn3	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-19T18:30:59-0400	2026-06-14T09:45:33-0400	True	0.863830	6xq4	0.844828	7e8m	0.982301	7czy	False	max_vhvl_identity_ge_0.85
7l0n	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-25T10:54:59-0400	2026-06-26T22:56:37-0400	True	0.991228	7jx3	0.991667	7jx3	1.000000	7xcp	False	max_vhvl_identity_ge_0.85
7lex	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T12:08:41-0400	2026-06-27T00:57:09-0400	True	0.961207	7lf1	0.928000	7lf1	1.000000	7lf1	False	max_vhvl_identity_ge_0.85
7ljr	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T17:09:08-0400	2026-06-27T01:18:21-0400	True	0.850877	7x26	0.910569	7qf1	0.878505	7kn7	False	max_vhvl_identity_ge_0.85
7lop	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T13:36:59-0400	2026-06-26T00:12:59-0400	True	0.991379	6zh9	0.983193	6zh9	1.000000	6zh9	False	max_vhvl_identity_ge_0.85
7m2i	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T21:26:12-0400	2026-05-28T21:31:19-0400	True	1.000000	1k4c	1.000000	1k4c	1.000000	1k4c	False	max_vhvl_identity_ge_0.85
7m52	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T21:31:22-0400	2026-05-28T21:36:54-0400	True	1.000000	7m53	1.000000	7m53	1.000000	7m53	False	max_vhvl_identity_ge_0.85
7m6f	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T17:56:01-0400	2026-06-26T07:41:08-0400	True	0.855263	4tsc	0.830508	7b3o	0.945946	8siq	False	max_vhvl_identity_ge_0.85
7mzf	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T04:01:11-0400	2026-06-07T05:44:26-0400	True	0.875000	7b3o	0.948718	7ch5	0.934579	7xj9	False	max_vhvl_identity_ge_0.85
7mzg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T05:30:42-0400	2026-06-07T08:30:40-0400	True	0.938053	7ek0	0.914530	7bz5	0.963303	7ek0	False	max_vhvl_identity_ge_0.85
7n4m	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T06:36:33-0400	2026-06-19T12:20:17-0400	True	0.917391	8zhk	0.866667	8zhk	0.972973	7d6i	False	max_vhvl_identity_ge_0.85
7n62	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T20:03:02-0400	2026-06-26T16:40:42-0400	True	0.873362	6rp8	0.894309	7bel	0.953704	9bj3	False	max_vhvl_identity_ge_0.85
7nd3	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T20:15:14-0400	2026-06-26T18:21:40-0400	True	0.884444	8x0x	0.897436	7kn7	0.915888	6xdg	False	max_vhvl_identity_ge_0.85
7nd6	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T08:20:11-0400	2026-06-16T17:39:40-0400	True	1.000000	7bej	1.000000	7bej	1.000000	7bej	False	max_vhvl_identity_ge_0.85
7nd7	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T20:49:40-0400	2026-06-26T22:36:50-0400	True	1.000000	7beh	1.000000	7beh	1.000000	7beh	False	max_vhvl_identity_ge_0.85
7neg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T09:34:28-0400	2026-06-19T13:07:33-0400	True	0.910714	7b3o	0.888889	7b3o	0.925926	7b3o	False	max_vhvl_identity_ge_0.85
7neh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T10:00:09-0400	2026-06-19T13:27:21-0400	True	0.906667	7b3o	0.888889	7b3o	0.925926	7b3o	False	max_vhvl_identity_ge_0.85
7ora	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T10:29:35-0400	2026-06-19T14:18:57-0400	True	0.913793	7l7e	0.910569	7l7e	0.935185	6o2c	False	max_vhvl_identity_ge_0.85
7p40	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T11:21:27-0400	2026-06-18T10:59:59-0400	True	0.922414	7l7e	0.902439	7l7e	0.962963	6o2c	False	max_vhvl_identity_ge_0.85
7phg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T12:14:32-0400	2026-06-18T04:37:00-0400	True	0.922414	7l7e	0.902439	7l7e	0.962963	6o2c	False	max_vhvl_identity_ge_0.85
7prz	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T13:38:56-0400	2026-06-16T20:58:54-0400	True	0.869198	7eng	0.879032	7bel	0.911504	7czy	False	max_vhvl_identity_ge_0.85
7ps1	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T15:12:06-0400	2026-06-18T07:14:42-0400	True	1.000000	8bh5	1.000000	8bh5	1.000000	8bh5	False	max_vhvl_identity_ge_0.85
7ps6	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T14:53:58-0400	2026-06-16T22:37:57-0400	True	0.862661	7yv1	0.833333	6pze	0.944444	7b3o	False	max_vhvl_identity_ge_0.85
7q0g	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T15:36:16-0400	2026-06-17T00:17:35-0400	True	0.911111	8x0x	0.905983	7b3o	0.943925	7bel	False	max_vhvl_identity_ge_0.85
7q0h	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T16:00:51-0400	2026-06-17T01:56:59-0400	True	0.862661	7yv1	0.833333	6pze	0.944444	7b3o	False	max_vhvl_identity_ge_0.85
7qf0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T18:08:30-0400	2026-06-17T18:57:57-0400	True	0.915556	7bz5	0.931624	7ch5	0.916667	7bz5	False	max_vhvl_identity_ge_0.85
7r6w	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T18:23:29-0400	2026-06-17T05:16:13-0400	True	1.000000	7x1m	1.000000	7soc	1.000000	7x1m	False	max_vhvl_identity_ge_0.85
7r6x	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T22:42:30-0400	2026-06-27T03:33:46-0400	True	0.995595	7jx3	1.000000	7jx3	1.000000	7xcp	False	max_vhvl_identity_ge_0.85
7rbu	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T17:01:40-0400	2026-06-27T07:32:08-0400	True	0.900862	7yv1	0.873016	6pze	0.981308	4py8	False	max_vhvl_identity_ge_0.85
7rcs	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T17:59:34-0400	2026-06-17T21:47:52-0400	True	0.961538	7lkg	0.958678	7lkg	0.964602	7lkg	False	max_vhvl_identity_ge_0.85
7rd4	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T19:10:10-0400	2026-06-17T23:23:11-0400	True	0.957265	7lkg	0.958678	7lkg	0.955752	7lkg	False	max_vhvl_identity_ge_0.85
7rd9	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T19:51:45-0400	2026-06-18T00:12:42-0400	True	0.965812	7lkg	0.950413	7lkg	0.982301	7lkg	False	max_vhvl_identity_ge_0.85
7rda	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T20:27:27-0400	2026-06-18T01:03:35-0400	True	0.944444	7lkg	0.933884	7lkg	0.973451	7rd3	False	max_vhvl_identity_ge_0.85
7rr0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T20:52:49-0400	2026-06-17T06:55:46-0400	True	0.892241	7l7e	0.869919	7l7e	0.935185	6o2c	False	max_vhvl_identity_ge_0.85
7s0b	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T00:05:48-0400	2026-06-18T05:17:49-0400	True	0.885965	8x0x	0.876033	7mjj	0.943925	7czu	False	max_vhvl_identity_ge_0.85
7s4s	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-20T23:34:37-0400	2026-06-18T06:10:29-0400	True	0.911894	7kn7	0.923729	7cjf	0.944954	7x2k	False	max_vhvl_identity_ge_0.85
7s5p	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T00:31:59-0400	2026-06-18T07:03:08-0400	True	0.852174	1w72	0.940678	7bz5	0.953271	1adq	False	max_vhvl_identity_ge_0.85
7s5q	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T00:25:52-0400	2026-06-18T07:44:35-0400	True	0.952586	7l7e	0.934959	7l7e	0.990741	6o2c	False	max_vhvl_identity_ge_0.85
7sbu	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T02:17:49-0400	2026-06-18T09:10:14-0400	True	0.864035	5ggt	0.846774	7xj9	0.943925	7lf1	False	max_vhvl_identity_ge_0.85
7sc1	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T23:37:01-0400	2026-06-27T09:25:36-0400	True	0.897321	7bz5	0.897436	8bh5	0.916667	7bz5	False	max_vhvl_identity_ge_0.85
7si2	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-20T23:37:19-0400	2026-06-27T12:56:41-0400	True	0.929825	7nx7	0.908333	7nx7	0.972222	7ek0	False	max_vhvl_identity_ge_0.85
7str	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T16:30:00-0400	2026-06-27T14:32:59-0400	True	0.895652	9mqd	0.868852	7czp	0.981481	6o2c	False	max_vhvl_identity_ge_0.85
7swo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-21T01:25:05-0400	2026-06-27T16:10:45-0400	True	0.946188	7x2k	0.940171	7e8m	0.944444	6rp8	False	max_vhvl_identity_ge_0.85
7tb8	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T03:40:07-0400	2026-06-18T10:17:23-0400	True	0.867521	7orb	0.866142	7czu	0.915888	7cjf	False	max_vhvl_identity_ge_0.85
